sample_name	altitude	anonymized_name	bile_sample	biomass_even	biomass_quartile	climate	collection_substrate	collection_timestamp	collection_year	common_name	condition_factor	conservation_status	control	control_2	control_cell_into_extraction	control_org	depth_high_range_m	depth_low_range_m	depth_m	description	diet	diet_reference	dist_to_dorsal_cm	distance_from_shore_m	dna_extracted	dnaplate_column	dnaplate_row	dnaplate_well_id	elevation	empo_1	empo_2	empo_3	env	env0	env_biome	env_feature	env_material	env_package	evo_distanceto_mackerel_median_mya	evo_timetree_species_name	extraction_cleanup	extraction_date	extraction_lot	extraction_mass_g	extraction_notes	extraction_notes_gill	extraction_plate_name	fish_collection_method	fl_cm	fmp_number	gamma_include	gape_cm	general_location	geo_loc_name	gi_cm	hab_notes	hab_sum	habitat_act_collection	habitat_be	habitat_cp	habitat_depth_level1	habitat_depth_level2	habitat_drf	habitat_dslp	habitat_is	habitat_kbrf	habitat_mdrf	habitat_ms	habitat_os	habitat_p	habitat_ref	habitat_rit	habitat_rst	habitat_sslp	habitat_sz	host_age	host_age_units	host_body_habitat	host_body_mass_index	host_body_product	host_body_site	host_common_name	host_common_name_	host_height	host_height_units	host_life_stage	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	include_st	latitude	longitude	mass_g	max_age	max_kg_grams	max_tl_cm	method_gear	month	name	notes	notes_on_dissection	num_order	number_db	ocean_basin	p_class	p_fam_common	p_family	p_genus	p_genus_species	p_order	pcr_order	ph_cells_per_g	ph_cells_per_g_log	ph_cells_per_mg	ph_extrapolated_cells_per_60ul_total	ph_extrapolated_cells_per_extra_ln	ph_extrapolated_cells_per_pcr_total	ph_log_reads	ph_r1150	ph_reads_per_mg	ph_total_reads	physical_specimen_location	physical_specimen_remaining	prey_annelids	prey_arthropods	prey_echinoderms	prey_invertebrate	prey_large_fish	prey_mollusks	prey_phytoplankton_algae	prey_shark_marine_mammal	prey_small_fish	prey_zooplankton	primer_plate	qiita_study_id	radii	ratio_dorsal_to_tl	ratio_gape_to_tl	ratio_gi_to_tl	reproductive_process	salinity_tolerance	salinity_tolerance_migration	sample_type	sample_type_2	sample_type_descriptive	sample_types	scientific_name	sd_or_la	season	sex	sjbg_gill	sjbg_gill_direction	sjbg_gill_number	sjbg_gill_orientation	sjbg_gill_sample	sjbg_gill_tissue	sjbg_gill_type	sourcesink	substrata_collection	substrata_group	swim_acceleration	swim_endurance	swim_mode	swim_performance	taxon_id	title	title_fmp_core	tl_cm	trophic	trophic_likely	type_habitat_nonbay_bol	x	y	z
13414.3.midgut	Not applicable	3.midgut	TRUE	2	3	deep water	rock associated	2019-08-21	2019	honeycomb rockfish	1.7184		0	0		0	119	30	30	3.midgut	"small fish, crabs, shrimp"	https://waltermunkfoundation.org/map/honeycomb-rockfish/	8.5	2486	TRUE	1	c	c1	0	Host-associated	Animal	Animal proximal gut	3midgut	midgut	marine biome	animal-associated habitat	intestine environment	host-associated	116	Sebastes umbrosus	clearmag beads KF	9/10/20	PS16L1	0.0516			FMP101_P2_mg_1.88	hook and line survey	28.3	3	1	6	LJ kelp	USA:CA:San Diego	32	"rock reef, benthic"	2	KBRF	0	0	shallow	neritic	0	0	0	0	1	0	1	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:gastrointestinal system	1.718414599	UBERON:feces	UBERON:digestive tract	honeycomb rockfish	honeycomb rockfish	28.6	cm	Missing: not collected	Sebastes umbrosus	FMP_3	72105	402	grams	1	32.83399	-117.30876	402		0.57	29.8	rod and reel	8	3.midgut			387	277	Eastern Pacific	Actinopterygii	rockfish	Sebastidae	Sebastes	Sebastes umbrosus	Perciformes	483	505949	5.704106742	506	26107	3.337575046	2176	4.088525892	1	237616	12261	SIO	Missing: not collected		1		1					1		6	13414		0.297202797	0.20979021	1.118881119	viviparous	marine	marine	fish midgut digesta	mg	midgut digesta	"gill, fin, skin, MG, HG"	Sebastes umbrosus	236	summer	Unknown								sink	rocky reef	rock associated	1	3	Labriform	generalist	72105	FMP101	1	28.6	3	3	TRUE			
13414.3.skin	Not applicable	3.skin	TRUE	1	2	deep water	rock associated	2019-08-21	2019	honeycomb rockfish	1.7184		0	0		0	119	30	30	3.skin	"small fish, crabs, shrimp"	https://waltermunkfoundation.org/map/honeycomb-rockfish/	8.5	2486	TRUE	1	c	c1	0	Host-associated	Animal	Animal surface	3skin	skin	marine biome	animal-associated habitat	mucus	host-associated	116	Sebastes umbrosus	clearmag beads KF	9/14/20	PS16L1	0.173	high		FMP101_P3_skin_1.88	hook and line survey	28.3	3	1	6	LJ kelp	USA:CA:San Diego	32	"rock reef, benthic"	2	KBRF	0	0	shallow	neritic	0	0	0	0	1	0	1	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:skin	1.718414599	UBERON:mucus	UBERON:skin of body	honeycomb rockfish	honeycomb rockfish	28.6	cm	Missing: not collected	Sebastes umbrosus	FMP_3	72105	402	grams	1	32.83399	-117.30876	402		0.57	29.8	rod and reel	8	3.skin			483	277	Eastern Pacific	Actinopterygii	rockfish	Sebastidae	Sebastes	Sebastes umbrosus	Perciformes	579	6049	3.781683585	6	1047	1.94058106	87	3.689042339	1	28249	4887	SIO	Missing: not collected		1		1					1		7	13414		0.297202797	0.20979021	1.118881119	viviparous	marine	marine	fish skin	s	skin swab	"gill, fin, skin, MG, HG"	Sebastes umbrosus	236	summer	Unknown								sink	rocky reef	rock associated	1	3	Labriform	generalist	72105	FMP101	1	28.6	3	3	TRUE			
13414.4.gill	Not applicable	4.gill	TRUE	2	3	deep water	rock associated	2019-08-21	2019	starry rockfish	1.8344	NE	0	0		0	274	24	30	4.gill	"small fish, crabs, shrimp"	ftp://ftp.streamnet.org/pub/marinehabitat/supporting_docs/GroundfishLifeHistoriesDec2003_wBookmarks.pdf	6	2486	TRUE	1	d	d1	0	Host-associated	Animal	Animal corpus	4gill	gill	marine biome	animal-associated habitat	organic material	host-associated	116	Sebastes constellatus	clearmag beads KF	9/14/20	PS16L1	0.306		PG	FMP101_P4_gill_1.88	hook and line survey	22.1	4	1	3.5	LJ kelp	USA:CA:San Diego	36	deep reefs	2	KBRF	0	0	shallow	neritic	1	0	0	0	1	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:respiratory system	1.83437604	UBERON:mucus	UBERON:gill	starry rockfish	starry rockfish	22.1	cm	Missing: not collected	Sebastes constellatus	FMP_4	72066	198	grams	1	32.83399	-117.30876	198	32	1	46	rod and reel	8	4.gill			580	297	Eastern Pacific	Actinopterygii	rockfish	Sebastidae	Sebastes	Sebastes constellatus	Perciformes	676	336903	5.527504878	337	103092	3.934044474	8591	4.259091929	1	59343	18159	SIO	Missing: not collected											8	13414		0.271493213	0.158371041	1.628959276	viviparous	marine	marine	fish gill	g	gill tissue	"gill, fin, skin, MG, HG"	Sebastes constellatus	256	summer	Unknown								sink	rocky reef	rock associated	1	3	Labriform	generalist	72066	FMP101	1	22.1	3	3	TRUE			
13414.4.hg	Not applicable	4.hg	TRUE	1	1	deep water	rock associated	2019-08-21	2019	starry rockfish	1.8344	NE	0	0		0	274	24	30	4.hg	"small fish, crabs, shrimp"	ftp://ftp.streamnet.org/pub/marinehabitat/supporting_docs/GroundfishLifeHistoriesDec2003_wBookmarks.pdf	6	2486	TRUE	1	d	d1	0	Host-associated	Animal	Animal distal gut	4hg	hindgut	marine biome	animal-associated habitat	intestine environment	host-associated	116	Sebastes constellatus	clearmag beads KF	9/10/20	PS16L1	0.105			FMP101_P1_hg_1.88	hook and line survey	22.1	4	1	3.5	LJ kelp	USA:CA:San Diego	36	deep reefs	2	KBRF	0	0	shallow	neritic	1	0	0	0	1	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:gastrointestinal system	1.83437604	UBERON:feces	UBERON:digestive tract	starry rockfish	starry rockfish	22.1	cm	Missing: not collected	Sebastes constellatus	FMP_4	72066	198	grams	1	32.83399	-117.30876	198	32	1	46	rod and reel	8	4.hg			292	297	Eastern Pacific	Actinopterygii	rockfish	Sebastidae	Sebastes	Sebastes constellatus	Perciformes	388	344	2.536558443	0	36	0.478378003	3	3.270911639	1	17771	1866	SIO	Missing: not collected											5	13414		0.271493213	0.158371041	1.628959276	viviparous	marine	marine	fish hindgut digesta	hg	hindgut digesta	"gill, fin, skin, MG, HG"	Sebastes constellatus	256	summer	Unknown								sink	rocky reef	rock associated	1	3	Labriform	generalist	72066	FMP101	1	22.1	3	3	TRUE			
13414.4.midgut	Not applicable	4.midgut	TRUE	3	4	deep water	rock associated	2019-08-21	2019	starry rockfish	1.8344	NE	0	0		0	274	24	30	4.midgut	"small fish, crabs, shrimp"	ftp://ftp.streamnet.org/pub/marinehabitat/supporting_docs/GroundfishLifeHistoriesDec2003_wBookmarks.pdf	6	2486	TRUE	1	d	d1	0	Host-associated	Animal	Animal proximal gut	4midgut	midgut	marine biome	animal-associated habitat	intestine environment	host-associated	116	Sebastes constellatus	clearmag beads KF	9/10/20	PS16L1	0.1103			FMP101_P2_mg_1.88	hook and line survey	22.1	4	1	3.5	LJ kelp	USA:CA:San Diego	36	deep reefs	2	KBRF	0	0	shallow	neritic	1	0	0	0	1	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:gastrointestinal system	1.83437604	UBERON:feces	UBERON:digestive tract	starry rockfish	starry rockfish	22.1	cm	Missing: not collected	Sebastes constellatus	FMP_4	72066	198	grams	1	32.83399	-117.30876	198	32	1	46	rod and reel	8	4.midgut			388	297	Eastern Pacific	Actinopterygii	rockfish	Sebastidae	Sebastes	Sebastes constellatus	Perciformes	484	1712212	6.233557536	1712	188857	4.196951833	15738	4.334272757	1	195748	21591	SIO	Missing: not collected											6	13414		0.271493213	0.158371041	1.628959276	viviparous	marine	marine	fish midgut digesta	mg	midgut digesta	"gill, fin, skin, MG, HG"	Sebastes constellatus	256	summer	Unknown								sink	rocky reef	rock associated	1	3	Labriform	generalist	72066	FMP101	1	22.1	3	3	TRUE			
13414.4.skin	Not applicable	4.skin	TRUE	1	1	deep water	rock associated	2019-08-21	2019	starry rockfish	1.8344	NE	0	0		0	274	24	30	4.skin	"small fish, crabs, shrimp"	ftp://ftp.streamnet.org/pub/marinehabitat/supporting_docs/GroundfishLifeHistoriesDec2003_wBookmarks.pdf	6	2486	TRUE	1	d	d1	0	Host-associated	Animal	Animal surface	4skin	skin	marine biome	animal-associated habitat	mucus	host-associated	116	Sebastes constellatus	clearmag beads KF	9/14/20	PS16L1	0.11	medium		FMP101_P3_skin_1.88	hook and line survey	22.1	4	1	3.5	LJ kelp	USA:CA:San Diego	36	deep reefs	2	KBRF	0	0	shallow	neritic	1	0	0	0	1	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:skin	1.83437604	UBERON:mucus	UBERON:skin of body	starry rockfish	starry rockfish	22.1	cm	Missing: not collected	Sebastes constellatus	FMP_4	72066	198	grams	1	32.83399	-117.30876	198	32	1	46	rod and reel	8	4.skin			484	297	Eastern Pacific	Actinopterygii	rockfish	Sebastidae	Sebastes	Sebastes constellatus	Perciformes	580	100	2	0	11	-0.037033142	1	3.123524981	1	12082	1329	SIO	Missing: not collected											7	13414		0.271493213	0.158371041	1.628959276	viviparous	marine	marine	fish skin	s	skin swab	"gill, fin, skin, MG, HG"	Sebastes constellatus	256	summer	Unknown								sink	rocky reef	rock associated	1	3	Labriform	generalist	72066	FMP101	1	22.1	3	3	TRUE			
13414.5.gill	Not applicable	5.gill	TRUE	3	4	subtropical	rock associated	2019-08-21	2019	gopher rockfish	1.9058	NE	0	0		0	55	0	30	5.gill	"fish, benthic crustaceans, cephalopods, "	fishbase.org	7	2486	TRUE	1	e	e1	0	Host-associated	Animal	Animal corpus	5gill	gill	marine biome	animal-associated habitat	organic material	host-associated	116	Sebastes carnatus	clearmag beads KF	9/14/20	PS16L1	0.401		PG	FMP101_P4_gill_1.88	hook and line survey	25.5	5	1	4.5	LJ kelp	USA:CA:San Diego	34.5		2	KBRF	0	0	shallow	neritic	0	0	0	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	1	0	0	Missing: not collected	Missing: not collected	UBERON:respiratory system	1.905752689	UBERON:mucus	UBERON:gill	gopher rockfish	gopher rockfish	25.5	cm	Missing: not collected	Sebastes carnatus	FMP_5	72062	316	grams	1	32.83399	-117.30876	316	30		39	rod and reel	8	5.gill			581	257	Eastern Pacific	Actinopterygii	rockfish	Sebastidae	Sebastes	Sebastes carnatus	Perciformes	677	11578227	7.06364206	11578	4642869	5.587605184	386906	4.731943147	1	134524	53944	SIO	Missing: not collected		1				1			1		8	13414		0.274509804	0.176470588	1.352941176	viviparous	marine	marine	fish gill	g	gill tissue	"gill, fin, skin, MG, HG"	Sebastes carnatus	216	summer	Unknown								sink	rocky reef	rock associated	1	3	Labriform	generalist	72062	FMP101	1	25.5	3	3	TRUE			
13414.5.hg	Not applicable	5.hg	TRUE	2	3	subtropical	rock associated	2019-08-21	2019	gopher rockfish	1.9058	NE	0	0		0	55	0	30	5.hg	"fish, benthic crustaceans, cephalopods, "	fishbase.org	7	2486	TRUE	1	e	e1	0	Host-associated	Animal	Animal distal gut	5hg	hindgut	marine biome	animal-associated habitat	intestine environment	host-associated	116	Sebastes carnatus	clearmag beads KF	9/10/20	PS16L1	0.084			FMP101_P1_hg_1.88	hook and line survey	25.5	5	1	4.5	LJ kelp	USA:CA:San Diego	34.5		2	KBRF	0	0	shallow	neritic	0	0	0	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	1	0	0	Missing: not collected	Missing: not collected	UBERON:gastrointestinal system	1.905752689	UBERON:feces	UBERON:digestive tract	gopher rockfish	gopher rockfish	25.5	cm	Missing: not collected	Sebastes carnatus	FMP_5	72062	316	grams	1	32.83399	-117.30876	316	30		39	rod and reel	8	5.hg			293	257	Eastern Pacific	Actinopterygii	rockfish	Sebastidae	Sebastes	Sebastes carnatus	Perciformes	389	304112	5.483033557	304	25545	3.328131891	2129	4.085825534	1	145060	12185	SIO	Missing: not collected		1				1			1		5	13414		0.274509804	0.176470588	1.352941176	viviparous	marine	marine	fish hindgut digesta	hg	hindgut digesta	"gill, fin, skin, MG, HG"	Sebastes carnatus	216	summer	Unknown								sink	rocky reef	rock associated	1	3	Labriform	generalist	72062	FMP101	1	25.5	3	3	TRUE			
13414.5.midgut	Not applicable	5.midgut	TRUE	2	3	subtropical	rock associated	2019-08-21	2019	gopher rockfish	1.9058	NE	0	0		0	55	0	30	5.midgut	"fish, benthic crustaceans, cephalopods, "	fishbase.org	7	2486	TRUE	1	e	e1	0	Host-associated	Animal	Animal proximal gut	5midgut	midgut	marine biome	animal-associated habitat	intestine environment	host-associated	116	Sebastes carnatus	clearmag beads KF	9/10/20	PS16L1	0.1248			FMP101_P2_mg_1.88	hook and line survey	25.5	5	1	4.5	LJ kelp	USA:CA:San Diego	34.5		2	KBRF	0	0	shallow	neritic	0	0	0	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	1	0	0	Missing: not collected	Missing: not collected	UBERON:gastrointestinal system	1.905752689	UBERON:feces	UBERON:digestive tract	gopher rockfish	gopher rockfish	25.5	cm	Missing: not collected	Sebastes carnatus	FMP_5	72062	316	grams	1	32.83399	-117.30876	316	30		39	rod and reel	8	5.midgut			389	257	Eastern Pacific	Actinopterygii	rockfish	Sebastidae	Sebastes	Sebastes carnatus	Perciformes	485	274092	5.43789636	274	34207	3.454930373	2851	4.122084751	1	106138	13246	SIO	Missing: not collected		1				1			1		6	13414		0.274509804	0.176470588	1.352941176	viviparous	marine	marine	fish midgut digesta	mg	midgut digesta	"gill, fin, skin, MG, HG"	Sebastes carnatus	216	summer	Unknown								sink	rocky reef	rock associated	1	3	Labriform	generalist	72062	FMP101	1	25.5	3	3	TRUE			
13414.5.skin	Not applicable	5.skin	TRUE	1	1	subtropical	rock associated	2019-08-21	2019	gopher rockfish	1.9058	NE	0	0		0	55	0	30	5.skin	"fish, benthic crustaceans, cephalopods, "	fishbase.org	7	2486	TRUE	1	e	e1	0	Host-associated	Animal	Animal surface	5skin	skin	marine biome	animal-associated habitat	mucus	host-associated	116	Sebastes carnatus	clearmag beads KF	9/14/20	PS16L1	0.097	high		FMP101_P3_skin_1.88	hook and line survey	25.5	5	1	4.5	LJ kelp	USA:CA:San Diego	34.5		2	KBRF	0	0	shallow	neritic	0	0	0	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	1	0	0	Missing: not collected	Missing: not collected	UBERON:skin	1.905752689	UBERON:mucus	UBERON:skin of body	gopher rockfish	gopher rockfish	25.5	cm	Missing: not collected	Sebastes carnatus	FMP_5	72062	316	grams	1	32.83399	-117.30876	316	30		39	rod and reel	8	5.skin			485	257	Eastern Pacific	Actinopterygii	rockfish	Sebastidae	Sebastes	Sebastes carnatus	Perciformes	581	265	2.423245874	0	26	0.330613383	2	3.228656958	1	17454	1693	SIO	Missing: not collected		1				1			1		7	13414		0.274509804	0.176470588	1.352941176	viviparous	marine	marine	fish skin	s	skin swab	"gill, fin, skin, MG, HG"	Sebastes carnatus	216	summer	Unknown								sink	rocky reef	rock associated	1	3	Labriform	generalist	72062	FMP101	1	25.5	3	3	TRUE			
13414.6.gill	Not applicable	6.gill	TRUE	1	2	subtropical	rock associated	2019-08-21	2019	blue rockfish	1.304	NE	0	0		0	500	0	30	6.gill	"fish, crustacean, squid"	fishbase.org	7.8	2486	TRUE	1	f	f1	0	Host-associated	Animal	Animal corpus	6gill	gill	marine biome	animal-associated habitat	organic material	host-associated	116	Sebastes mystinus	clearmag beads KF	9/14/20	PS16L1	0.309		PG	FMP101_P4_gill_1.88	HSW gillnet survey	28.8	6	1	4.5	LJ kelp	USA:CA:San Diego	29.4		3	KBRF	0	0	shallow	neritic	0	0	0	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	1	1	0	0	Missing: not collected	Missing: not collected	UBERON:respiratory system	1.303980157	UBERON:mucus	UBERON:gill	blue rockfish	olive rockfish	29.3	cm	Missing: not collected	Sebastes mystinus	FMP_6	72088	328	grams	1	32.83399	-117.30876	328		3.8	60	gillnet	8	6.gill			582	139	Eastern Pacific	Actinopterygii	rockfish	Sebastidae	Sebastes	Sebastes mystinus	Perciformes	678	1723	3.236285277	2	532	1.646997848	44	3.605089462	1	13036	4028	SIO	Missing: not collected		1				1			1		8	13414		0.266211604	0.153583618	1.003412969	viviparous	marine	marine	fish gill	g	gill tissue	"gill, fin, skin, MG, HG"	Sebastes mystinus	99	summer	Unknown								sink	rocky reef	rock associated	1	3	Labriform	generalist	72088	FMP101	1	29.3	3	3	TRUE			
13414.6.hg	Not applicable	6.hg	TRUE	3	4	subtropical	rock associated	2019-08-21	2019	blue rockfish	1.304	NE	0	0		0	500	0	30	6.hg	"fish, crustacean, squid"	fishbase.org	7.8	2486	TRUE	1	f	f1	0	Host-associated	Animal	Animal distal gut	6hg	hindgut	marine biome	animal-associated habitat	intestine environment	host-associated	116	Sebastes mystinus	clearmag beads KF	9/10/20	PS16L1	0.069			FMP101_P1_hg_1.88	HSW gillnet survey	28.8	6	1	4.5	LJ kelp	USA:CA:San Diego	29.4		3	KBRF	0	0	shallow	neritic	0	0	0	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	1	1	0	0	Missing: not collected	Missing: not collected	UBERON:gastrointestinal system	1.303980157	UBERON:feces	UBERON:digestive tract	blue rockfish	olive rockfish	29.3	cm	Missing: not collected	Sebastes mystinus	FMP_6	72088	328	grams	1	32.83399	-117.30876	328		3.8	60	gillnet	8	6.hg			294	139	Eastern Pacific	Actinopterygii	rockfish	Sebastidae	Sebastes	Sebastes mystinus	Perciformes	390	1340668	6.127321243	1341	92506	3.886989195	7709	4.245636029	1	255145	17605	SIO	Missing: not collected		1				1			1		5	13414		0.266211604	0.153583618	1.003412969	viviparous	marine	marine	fish hindgut digesta	hg	hindgut digesta	"gill, fin, skin, MG, HG"	Sebastes mystinus	99	summer	Unknown								sink	rocky reef	rock associated	1	3	Labriform	generalist	72088	FMP101	1	29.3	3	3	TRUE			
13414.6.midgut	Not applicable	6.midgut	TRUE	2	3	subtropical	rock associated	2019-08-21	2019	blue rockfish	1.304	NE	0	0		0	500	0	30	6.midgut	"fish, crustacean, squid"	fishbase.org	7.8	2486	TRUE	1	f	f1	0	Host-associated	Animal	Animal proximal gut	6midgut	midgut	marine biome	animal-associated habitat	intestine environment	host-associated	116	Sebastes mystinus	clearmag beads KF	9/10/20	PS16L1	0.145			FMP101_P2_mg_1.88	HSW gillnet survey	28.8	6	1	4.5	LJ kelp	USA:CA:San Diego	29.4		3	KBRF	0	0	shallow	neritic	0	0	0	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	1	1	0	0	Missing: not collected	Missing: not collected	UBERON:gastrointestinal system	1.303980157	UBERON:feces	UBERON:digestive tract	blue rockfish	olive rockfish	29.3	cm	Missing: not collected	Sebastes mystinus	FMP_6	72088	328	grams	1	32.83399	-117.30876	328		3.8	60	gillnet	8	6.midgut			390	139	Eastern Pacific	Actinopterygii	rockfish	Sebastidae	Sebastes	Sebastes mystinus	Perciformes	486	111249	5.046296116	111	16131	3.128482376	1344	4.028733879	1	73683	10684	SIO	Missing: not collected		1				1			1		6	13414		0.266211604	0.153583618	1.003412969	viviparous	marine	marine	fish midgut digesta	mg	midgut digesta	"gill, fin, skin, MG, HG"	Sebastes mystinus	99	summer	Unknown								sink	rocky reef	rock associated	1	3	Labriform	generalist	72088	FMP101	1	29.3	3	3	TRUE			
13414.6.skin	Not applicable	6.skin	TRUE	1	1	subtropical	rock associated	2019-08-21	2019	blue rockfish	1.304	NE	0	0		0	500	0	30	6.skin	"fish, crustacean, squid"	fishbase.org	7.8	2486	TRUE	1	f	f1	0	Host-associated	Animal	Animal surface	6skin	skin	marine biome	animal-associated habitat	mucus	host-associated	116	Sebastes mystinus	clearmag beads KF	9/14/20	PS16L1	0.167	high		FMP101_P3_skin_1.88	HSW gillnet survey	28.8	6	1	4.5	LJ kelp	USA:CA:San Diego	29.4		3	KBRF	0	0	shallow	neritic	0	0	0	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	1	1	0	0	Missing: not collected	Missing: not collected	UBERON:skin	1.303980157	UBERON:mucus	UBERON:skin of body	blue rockfish	olive rockfish	29.3	cm	Missing: not collected	Sebastes mystinus	FMP_6	72088	328	grams	1	32.83399	-117.30876	328		3.8	60	gillnet	8	6.skin			486	139	Eastern Pacific	Actinopterygii	rockfish	Sebastidae	Sebastes	Sebastes mystinus	Perciformes	582	143	2.155336037	0	24	0.299802812	2	3.219846386	1	9934	1659	SIO	Missing: not collected		1				1			1		7	13414		0.266211604	0.153583618	1.003412969	viviparous	marine	marine	fish skin	s	skin swab	"gill, fin, skin, MG, HG"	Sebastes mystinus	99	summer	Unknown								sink	rocky reef	rock associated	1	3	Labriform	generalist	72088	FMP101	1	29.3	3	3	TRUE			
13414.7.gill	Not applicable	7.gill	FALSE	2	3	subtropical	rock associated	2019-06-29	2019	white seaperch	1.1082	NE	0	0		0	43	0	3	7.gill	"isopod, amphipod, gastropod, echinoderm, annelida"	https://link.springer.com/content/pdf/10.1007/BF00390424.pdf	5.9	103	TRUE	1	g	g1	0	Host-associated	Animal	Animal corpus	7gill	gill	marine biome	animal-associated habitat	organic material	host-associated	116	Phanerodon furcatus	clearmag beads KF	9/14/20	PS16L1	0.308		WG	FMP101_P4_gill_1.88	spear	19.1	7	1	1	carlsbad dip-in-road	USA:CA:San Diego	17.2	"piers, docks, bay, soft bottom"	3	RST	1	0	shallow	neritic	0	0	1	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:respiratory system	1.108189331	UBERON:mucus	UBERON:gill	white seaperch	seaperch 'white'	22	cm	Missing: not collected	Phanerodon furcatus	FMP_7	100200	118	grams	1	33.113536	-117.325634	118			32	spear	6	7.gill			583	151	Eastern Pacific	Actinopterygii	surfperches	Embiotocidae	Embiotoca	Phanerodon furcatus	Perciformes	679	392637	5.593991223	393	120932	4.003360771	10078	4.278913575	1	61711	19007	SIO	Missing: not collected	1	1	1	1		1					8	13414		0.268181818	0.045454545	0.781818182	viviparous	marine	marine	fish gill	g	gill tissue	"gill, fin, skin, MG, HG"	Phanerodon furcatus	111	summer	Unknown								sink	rocky reef	soft bottom	1	3	Embiotociform	manoeuvrer	100200	FMP101	1	22	2	2	FALSE			
13414.7.hg	Not applicable	7.hg	FALSE	2	2	subtropical	rock associated	2019-06-29	2019	white seaperch	1.1082	NE	0	0		0	43	0	3	7.hg	"isopod, amphipod, gastropod, echinoderm, annelida"	https://link.springer.com/content/pdf/10.1007/BF00390424.pdf	5.9	103	TRUE	1	g	g1	0	Host-associated	Animal	Animal distal gut	7hg	hindgut	marine biome	animal-associated habitat	intestine environment	host-associated	116	Phanerodon furcatus	clearmag beads KF	9/10/20	PS16L1	0.057			FMP101_P1_hg_1.88	spear	19.1	7	1	1	carlsbad dip-in-road	USA:CA:San Diego	17.2	"piers, docks, bay, soft bottom"	3	RST	1	0	shallow	neritic	0	0	1	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:gastrointestinal system	1.108189331	UBERON:feces	UBERON:digestive tract	white seaperch	seaperch 'white'	22	cm	Missing: not collected	Phanerodon furcatus	FMP_7	100200	118	grams	1	33.113536	-117.325634	118			32	spear	6	7.hg			295	151	Eastern Pacific	Actinopterygii	surfperches	Embiotocidae	Embiotoca	Phanerodon furcatus	Perciformes	391	12709	4.10411138	13	724	1.780808805	60	3.643353962	1	77175	4399	SIO	Missing: not collected	1	1	1	1		1					5	13414		0.268181818	0.045454545	0.781818182	viviparous	marine	marine	fish hindgut digesta	hg	hindgut digesta	"gill, fin, skin, MG, HG"	Phanerodon furcatus	111	summer	Unknown								sink	rocky reef	soft bottom	1	3	Embiotociform	manoeuvrer	100200	FMP101	1	22	2	2	FALSE			
