X.SampleID	common_name	sample_type	collection_date	conservation_status	depth_high_range_m	depth_low_range_m	Depth_m	Diet	dist_to_dorsal_cm	distance_from_shore_m	distance_from_shore_m_log	evo_distanceto_mackerel_median_mya	evo_timetree_species_name	fish_collection_method	fl_cm	gape_cm	gi_cm	hab_notes	habitat_depth_level2	host_body_mass_index	host_common_name	host_height	host_height_vs_max_height_tl	host_scientific_name	host_subject_id	host_taxid	host_weight	mass_g	max_age	max_kg_grams	max_length_cm	max_tl_cm	method_gear	month	number_db	p_family	p_genus	p_genus_species_alternative	p_order	ratio_dorsal_to_tl	ratio_gape_to_tl	ratio_gi_to_tl	sample_type_descriptive	SAMPLE_TYPE	substrata_collection	swim_mode	swim_performance	tl_cm	trophic	p_genus_species
13414.97.midg.R1.fastq.gz	Dolphinfish	midgut	2020-08-30	LC	85	0	3	fish_ squid_ zooplankton_ crustacean	6.2	15450	4.188928484	116	Coryphaena hippurus	hook and line	65	6.5	44	not applicable	neritic	0.714357963	Dolphinfish	78	37	Coryphaena hippurus	FMP_97	34814	3390	3390	4	40	210	210	rod and reel	8	495	Coryphaenidae	Coryphaena	Coryphaena hippurus	Carangiformes	0.079487179	0.083333333	0.564102564	midgut digesta	fish midgut digesta	pelagic	Carangiform	crusier sprinter	78	3	Coryphaena hippurus
13414.97.s.R1.fastq.gz	Dolphinfish	skin	2020-08-30	LC	85	0	3	fish_ squid_ zooplankton_ crustacean	6.2	15450	4.188928484	116	Coryphaena hippurus	hook and line	65	6.5	44	not applicable	neritic	0.714357963	Dolphinfish	78	37	Coryphaena hippurus	FMP_97	34814	3390	3390	4	40	210	210	rod and reel	8	495	Coryphaenidae	Coryphaena	Coryphaena hippurus	Carangiformes	0.079487179	0.083333333	0.564102564	skin swab	fish skin	pelagic	Carangiform	crusier sprinter	78	3	Coryphaena hippurus
13414.98.g.R1.fastq.gz	skipjack tuna	gill	2020-08-30	LC	260	0	3	fish_ cephalopods_ crustacea_ mollusks_ cannibalism	19.1	71737	4.855743211	52	not applicable	hook and line	60.2	6.4	31.5	not applicable	neritic	2.657315551	skipjack tuna	63.5	58	Katsuwonus pelamis	FMP_98	8226	6804	6804	12	34.5	108	110	rod and reel	8	443	Scombridae	Katsuwonus	Katsuwonus pelamis	Scombriformes	0.300787402	0.100787402	0.496062992	gill tissue	fish gill	pelagic	Thunniform	crusier sprinter	63.5	3	Katsuwonus pelamis
13414.98.hg.R1.fastq.gz	skipjack tuna	hindgut	2020-08-30	LC	260	0	3	fish_ cephalopods_ crustacea_ mollusks_ cannibalism	19.1	71737	4.855743211	52	not applicable	hook and line	60.2	6.4	31.5	not applicable	neritic	2.657315551	skipjack tuna	63.5	58	Katsuwonus pelamis	FMP_98	8226	6804	6804	12	34.5	108	110	rod and reel	8	443	Scombridae	Katsuwonus	Katsuwonus pelamis	Scombriformes	0.300787402	0.100787402	0.496062992	hindgut digesta	fish hindgut digesta	pelagic	Thunniform	crusier sprinter	63.5	3	Katsuwonus pelamis
13414.98.midg.R1.fastq.gz	skipjack tuna	midgut	2020-08-30	LC	260	0	3	fish_ cephalopods_ crustacea_ mollusks_ cannibalism	19.1	71737	4.855743211	52	not applicable	hook and line	60.2	6.4	31.5	not applicable	neritic	2.657315551	skipjack tuna	63.5	58	Katsuwonus pelamis	FMP_98	8226	6804	6804	12	34.5	108	110	rod and reel	8	443	Scombridae	Katsuwonus	Katsuwonus pelamis	Scombriformes	0.300787402	0.100787402	0.496062992	midgut digesta	fish midgut digesta	pelagic	Thunniform	crusier sprinter	63.5	3	Katsuwonus pelamis
13414.98.s.R1.fastq.gz	skipjack tuna	skin	2020-08-30	LC	260	0	3	fish_ cephalopods_ crustacea_ mollusks_ cannibalism	19.1	71737	4.855743211	52	not applicable	hook and line	60.2	6.4	31.5	not applicable	neritic	2.657315551	skipjack tuna	63.5	58	Katsuwonus pelamis	FMP_98	8226	6804	6804	12	34.5	108	110	rod and reel	8	443	Scombridae	Katsuwonus	Katsuwonus pelamis	Scombriformes	0.300787402	0.100787402	0.496062992	skin swab	fish skin	pelagic	Thunniform	crusier sprinter	63.5	3	Katsuwonus pelamis
13414.A1.gill.R1.fastq.gz	summer flounder	gill	2020-09-04	LC	183	10	30	fish_ shrimp	3.81	12970	4.112939976	116	Paralichthys dentatus	hook and line	50.8	7.62	29.21	bays, sandy substrate, eelgrass	neritic	1.44570696	summer flounder	52.07	55	Paralichthys dentatus	FMP_104	66718	2041	2041	9	12	94	94	rod and reel	9	A1	Paralichthyidae	Paralichthys	Paralichthys dentatus	Pleuronectiformes	0.073170732	0.146341463	0.56097561	gill tissue	fish gill	sandy bottom	Pleuronectiform	flow refuging	52.07	3	Paralichthys dentatus
13414.A10.gill.R1.fastq.gz	atlantic needlefish	gill	2020-09-06	LC	5	0	2	small fishes	not collected	3	0.477121255	116	Strongylura	hook and line	not collected	not applicable	not applicable	coastal areas, mangrove lagoons, reef	intertidal	#DIV/0!	atlantic needlefish	not collected	not collected	Strongylura marina	FMP_111	129068	not applicable	not applicable	not applicable	2.3	111	111	rod and reel	9	A10	Belonidae	Strongylura	Strongylura marina	Beloniformes	not applicable	not applicable	not applicable	gill tissue	fish gill	surface	Esociform	accelerator	not collected	3	Strongylura marina
13414.A13.gill.R1.fastq.gz	blue runner	gill	2020-09-08	LC	100	0	38	fish_ shrimp_ inverts	6.1	42460	4.62797999	116	Caranx crysos	hook and line	20.3	2.2	15	juveniles; floating kelp	neritic	1.236473443	blue runner	23.7	59	Caranx crysos	FMP_114	173309	164.6	164.6	11	5.1	40	40	rod and reel	9	A13	Carangidae	Caranx	Caranx crysos	Carangiformes	0.257383966	0.092827004	0.632911392	gill tissue	fish gill	surface	Carangiform	crusier sprinter	23.7	3	Caranx crysos
13414.A14.gill.R1.fastq.gz	dolphinfish	gill	2020-09-08	LC	10	5	38	fish_ zooplankton_ crustacean_ squid	6.9	39920	4.601190533	116	Coryphaena hippurus	hook and line	51	5	23	pelagic surface	neritic	0.866128798	dolphinfish	60.5	29	Coryphaena hippurus	FMP_115	34814	1918	1918	4	40	210	210	rod and reel	9	A14	Coryphaenidae	Coryphaena	Coryphaena hippurus	Carangiformes	0.114049587	0.082644628	0.380165289	gill tissue	fish gill	surface	Thunniform	crusier sprinter	60.5	3	Coryphaena hippurus
13414.A2.gill.R1.fastq.gz	northern searobin	gill	2020-09-04	LC	170	15	24	shrimp_ crabs_ crustacean_ squid bivalves_ small fish	5.3	11705	4.068371418	116	Prionotus carolinus	hook and line	22.9	1.9	40.1	sandy bottom	neritic	0.851404216	northern searobin	24.7	65	Prionotus carolinus	FMP_105	1266880	128.3	128.3	not applicable	not applicable	38	38	rod and reel	9	A2	Triglidae	Prionotus	Prionotus carolinus	Perciformes	0.214574899	0.076923077	1.623481781	gill tissue	fish gill	sandy bottom	Cottiform	accelerator	24.7	3	Prionotus carolinus
13414.A21.gill.R1.fastq.gz	yellowfin tuna	gill	2020-09-25	NT	250	0	152	fish_ squid_ crustraceans	37	145050	5.161517733	52	Thunnus albacares	green stick	123	14.6	82.1	not applicable	neritic	1.382716049	yellowfin tuna	135	56	Thunnus albacares	FMP_118	8236	34020	34020	9	200	239	239	net	9	A21	Scombridae	Thunnus	Thunnus albacares	Scombriformes	0.274074074	0.108148148	0.608148148	gill tissue	fish gill	rocky shelf	Thunniform	crusier sprinter	135	3	Thunnus albacares
13414.A22.gill.R1.fastq.gz	bluefish	gill	2020-09-26	VU	200	0	17.2	fish_ crustaceans_ squid	15.7	140	2.146128036	60	Pomatomus saltatrix	hook and line	42	5.2	41.9	rocky beaches, estuaries, shallow cosatl water	neritic	1.007033781	bluefish	46.4	36	Pomatomus saltatrix	FMP_119	75034	1006	1006	9	14.4	130	130	rod and reel	9	A22	Pomatomidae	Pomatomus	Pomatomus saltatrix	Scombriformes	0.338362069	0.112068966	0.903017241	gill tissue	fish gill	rocky bottom	Carangiform	crusier sprinter	46.4	3	Pomatomus saltatrix
13414.A4.gill.R1.fastq.gz	silver perch	gill	2020-09-05	LC	40	5	1	crustaceans_ worms_ fishes	3.2	3	0.477121255	116	Bairdiella chrysoura	fish trap	11	1.6	8.3	sandy, muddy bottom, estuaries, some fw	neritic	1.277235162	silver perch	11	37	Bairdiella chrysoura	FMP_107	331523	17	17	not applicable	not applicable	30	30	net	9	A4	Sciaenidae	Bairdiella	Bairdiella chrysoura	Perciformes	0.290909091	0.145454545	0.754545455	gill tissue	fish gill	muddy bottom	Subcarangiform	generalist	11	3	Bairdiella chrysoura
